2,1
4,3
4,2
1,0
22,20
3,2
8,3
8,6
2,2
4,2
1,2
8,5
4,3
16,11
1,1
4,3
4,3
2,1
39,38
6,6
2,1
2,2
1,1
2,2
3,2
8,7
3,2
4,3
3,2
20,15
8,8
1,1
4,2
3,3
22,16
17,20
3,3
35,35
2,1
3,3
2,2
1,1
1,2
16,10
13,23
2,2
2,2
4,3
3,2
3,2
8,7
2,1
2,2
3,2
3,2
36,35
1,2
11,9
2,1
3,3
0,0
2,2
13,13
2,2
6,9
2,2
3,3
3,3
1,1
1,1
2,2
3,2
2,1
1,1
45,39
2,1
0,0
2,2
2,2
4,2
3,2
3,2
1,0
16,15
4,3
4,2
9,8
1,1
2,1
8,7
3,2
3,3
1,0
1,2
3,3
4,3
2,2
8,7
2,2
1,0
16,14
2,1
2,1
8,9
4,3
14,15
3,3
2,2
8,4
40,34
1,0
0,0
4,3
1,1
3,3
2,2
3,2
35,29
8,8
4,3
3,3
4,3
2,1
1,1
2,2
8,7
15,8
2,2
9,7
20,21
1,0
43,35
40,34
4,3
15,13
10,12
6,8
3,2
3,2
3,3
1,2
2,2
1,1
1,1
4,3
3,2
8,8
3,2
7,7
3,3
19,20
2,2
0,0
0,2
9,10
16,21
4,3
38,38
3,2
1,2
12,12
0,0
3,3
46,38
3,2
4,3
17,17
1,1
2,2
3,2
8,8
16,22
3,2
40,38
2,2
3,2
25,38
32,32
1,1
4,3
1,1
3,3
4,3
36,37
13,13
4,3
2,2
7,9
16,13
3,2
8,8
3,2
2,1
0,1
3,2
1,1
15,16
1,1
11,9
2,2
1,2
18,13
46,34
0,0
3,3
9,7
8,6
3,2
1,1
3,2
4,2
3,2
17,14
9,6
3,2
1,2
13,9
4,3
12,14
3,1
10,9
3,2
8,7
27,25
11,8
4,3
3,2
1,1
2,1
3,3
3,2
4,3
1,0
40,29
10,10
3,3
47,39
0,1
12,9
3,3
4,2
2,1
21,19
13,13
2,0
22,16
1,1
1,1
2,2
3,3
1,0
14,15
4,3
2,1
0,0
18,16
2,1
0,0
2,1
10,7
2,3
20,11
0,0
4,3
4,3
3,3
3,3
11,8
10,9
4,3
6,6
4,2
1,1
36,36
10,9
1,0
15,12
8,8
10,19
4,2
3,2
10,8
3,3
3,2
4,3
2,2
15,8
1,1
7,5
4,3
5,3
2,2
3,2
2,2
4,3
36,32
23,19
2,1
1,2
2,1
3,3
36,37
6,7
20,16
5,3
2,0
3,3
11,8
4,4
10,10
1,1
2,1
1,1
4,3
4,3
3,0
1,0
4,3
2,2
1,2
9,6
4,2
8,7
2,2
2,3
3,2
2,2
2,2
3,2
2,1
19,19
2,2
8,9
30,30
1,1
24,19
2,1
15,12
3,2
14,12
0,1
4,3
11,11
1,0
8,7
3,1
2,1
7,6
42,39
2,2
2,2
45,39
17,14
10,8
3,2
5,3
2,1
2,2
0,0
36,31
1,0
3,2
2,2
2,2
10,7
10,10
3,2
6,6
40,33
4,3
4,3
1,0
23,22
3,2
3,2
13,9
3,2
9,6
2,1
38,36
38,37
3,2
3,2
11,7
9,7
2,1
3,2
3,3
8,7
10,8
3,2
3,3
8,7
2,1
0,1
4,3
3,2
3,2
2,2
3,2
2,2
3,2
2,2
1,1
2,0
3,2
2,2
17,17
2,1
3,3
2,2
3,2
2,2
8,7
2,2
4,3
8,7
1,0
3,2
3,2
7,7
3,3
2,0
1,1
3,2
8,7
4,3
3,2
17,18
1,1
7,6
3,2
4,2
5,4
0,1
29,23
4,3
2,2
4,3
0,1
2,5
3,2
2,2
3,2
3,2
2,1
1,1
2,1
4,3
1,1
1,0
2,1
0,0
2,2
3,2
16,20
8,9
1,0
3,2
2,2
7,6
4,3
3,0
3,3
1,2
8,8
3,3
8,7
3,2
3,2
0,4
32,29
0,1
4,3
2,2
0,0
0,0
15,21
0,2
14,16
10,8
0,0
4,4
2,2
3,3
1,0
2,2
4,3
3,1
2,1
2,1
3,2
1,1
23,15
11,10
3,2
8,6
2,1
4,3
3,3
3,3
3,2
24,7
16,23
1,1
3,3
1,0
8,7
4,3
1,1
8,6
3,2
2,2
9,5
2,2
40,35
2,3
11,12
8,6
3,1
1,0
3,3
2,2
3,1
4,3
13,9
2,1
3,2
3,3
2,1
19,15
2,2
20,17
3,1
4,3
1,1
3,3
1,1
3,3
0,0
42,37
0,0
1,1
7,13
3,2
2,1
35,29
17,11
2,2
3,2
3,3
3,2
3,2
4,3
1,1
1,1
1,2
2,1
3,2
3,2
2,1
1,0
4,3
12,11
2,2
2,2
34,32
0,1
17,14
0,0
1,2
3,2
1,0
8,8
1,0
2,1
4,3
3,2
9,6
10,8
6,7
8,7
8,7
4,5
4,3
38,36
1,3
2,2
10,8
8,7
2,6
3,3
0,0
34,35
1,0
2,1
1,1
1,1
4,3
4,3
2,1
46,44
3,2
22,17
3,1
3,2
2,2
2,2
3,2
2,2
2,1
2,2
3,2
14,15
24,28
24,17
12,11
20,13
2,3
8,7
1,1
0,0
10,11
3,2
8,8
10,6
4,2
1,1
1,0
9,7
1,1
24,23
2,2
2,1
16,14
1,1
2,2
4,3
8,9
6,3
3,1
3,2
8,8
3,3
3,2
4,4
2,0
10,7
17,16
1,1
3,2
2,2
3,3
1,0
3,2
3,3
4,3
3,3
3,2
3,2
1,0
4,3
8,8
12,9
3,3
3,3
1,1
3,2
1,1
8,6
9,9
16,17
3,3
3,1
24,14
1,1
0,0
3,3
4,3
0,1
8,8
3,2
1,2
3,3
1,1
4,3
1,1
17,17
3,2
13,14
2,2
21,16
1,0
1,0
4,3
1,0
1,0
5,3
3,2
1,1
4,3
14,16
4,3
2,2
2,1
2,0
4,3
1,1
3,2
40,40
7,3
2,2
2,2
1,1
1,1
6,7
35,38
2,2
40,39
0,0
4,3
0,0
4,3
3,2
3,2
3,2
24,22
3,2
16,13
0,0
2,2
36,37
3,3
1,2
2,2
18,21
42,36
2,2
2,2
1,1
2,2
12,10
6,5
3,3
1,1
3,2
18,15
10,9
17,8
2,2
2,1
8,7
3,2
30,36
13,9
14,14
17,15
3,2
2,1
3,3
4,3
3,2
3,2
2,2
3,3
24,17
3,2
3,3
3,2
13,16
18,20
5,3
2,1
14,16
2,2
4,4
4,3
4,3
8,6
3,2
2,2
1,1
0,0
10,8
31,25
7,4
2,1
1,1
32,27
34,42
3,2
5,4
2,1
1,1
2,2
3,2
2,2
4,4
0,1
2,2
2,1
2,1
9,8
3,2
47,36
4,3
3,2
1,0
4,4
1,1
3,2
5,3
9,9
3,2
3,2
3,2
1,1
4,3
2,0
3,3
2,2
1,1
2,2
1,0
2,1
2,2
3,3
3,2
4,2
3,3
5,4
8,7
40,38
3,2
3,2
3,2
1,1
2,2
1,0
14,13
12,9
1,2
3,3
8,7
3,2
40,35
3,3
45,38
34,30
2,1
2,1
1,1
4,2
6,7
4,3
10,10
3,3
14,11
4,3
2,2
6,6
3,2
9,9
10,7
1,1
3,3
20,22
10,10
35,41
11,12
8,7
2,2
4,3
8,8
10,8
14,13
24,8
36,34
3,2
18,31
0,3
2,2
3,2
2,2
3,3
3,3
2,2
26,28
2,3
1,1
3,3
1,1
20,16
4,3
2,2
3,2
2,1
2,1
3,2
4,3
43,43
10,9
4,3
2,2
8,7
3,3
2,2
1,1
2,2
3,3
3,2
4,3
30,33
10,9
3,3
7,8
13,10
3,3
2,2
36,35
7,6
3,3
3,2
1,1
3,2
4,3
9,7
3,2
3,3
33,34
10,9
0,3
9,8
2,2
2,2
2,2
4,2
14,13
8,8
2,0
9,11
3,2
40,39
13,9
6,7
2,0
9,8
3,2
10,12
1,0
11,9
3,2
2,1
2,1
7,7
4,3
6,8
24,15
14,14
2,0
7,7
2,2
8,7
4,3
2,0
18,13
3,3
3,3
1,1
4,3
